ACELERÔMETRO X (m/s²);ACELERÔMETRO Y (m/s²);ACELERÔMETRO Z (m/s²);GRAVIDADE X (m/s²);GRAVIDADE Y (m/s²);GRAVIDADE Z (m/s²);ACELERAÇÃO LINEAR X (m/s²);ACELERAÇÃO LINEAR Y (m/s²);ACELERAÇÃO LINEAR Z (m/s²);GIROSCÓPIO X (rad/s);GIROSCÓPIO Y (rad/s);GIROSCÓPIO Z (rad/s);LUZ (lux);PROXIMIDADE (m);NÍVEL DO SOM (dB);LOCALIZAÇÃO Latitude : ;LOCALIZAÇÃO Longitude : ;LOCALIZAÇÃO Altitude ( m);LOCALIZAÇÃO Altitude-google ( m);LOCALIZAÇÃO Velocidade ( Metros por segundo);LOCALIZAÇÃO Precisão ( m);LOCALIZAÇÃO ORIENTAÇÃO (°);Satélite dentro do Alcance;Tempo desde o início, em m/s ;YYYY-MO-DD HH-MI-SS_SSS
-20.242;-18.781;91.699;14.167;-10.084;96.512;-25.152;-0.8042;-0.8766;-0.6991;-0.4674;-18.406;57.1;5.0;41.28;-2.544.745;-49.232.662;934.87;NaN;1.45;16.493.862;196.3;ago/18;921508;2023-06-30 10:51:45:854
27.003;-19.915;92.004;15.289;-0.727;96.594;22.022;-16.223;-0.6734;18.902;-0.2807;0.3338;38.1;5.0;45.06;-2.544.745;-49.232.662;934.87;NaN;1.45;16.493.862;196.3;ago/18;922009;2023-06-30 10:51:46:355
19.772;36.163;88.606;16.362;42.299;86.949;0.2119;0.3721;-0.5;-0.0602;0.0328;0.1703;48.2;5.0;41.832;-25.447.464;-49.232.662;935.1;NaN;1.14;15.813.811;177.3;set/18;922509;2023-06-30 10:51:46:855
15.121;68.604;77.311;13.887;68.074;69.211;0.7662;0.5133;0.6699;-0.469;0.3489;0.2979;81.8;5.0;58.775;-25.447.464;-49.232.662;935.1;NaN;1.14;15.813.811;177.3;set/18;923009;2023-06-30 10:51:47:355
16.693;55.099;74.362;14.124;60.083;76.207;0.7101;-0.1181;0.2478;-0.2991;-0.0819;-0.2204;70.4;5.0;62.909;-25.447.477;-4.923.266;935.85;NaN;1.2;15.599.182;172.7;set/18;923509;2023-06-30 10:51:47:855
20.778;5.974;78.302;13.186;55.714;79.619;0.1986;0.6527;-10.119;-0.2595;-0.3136;-0.414;61.2;5.0;46.654;-25.447.477;-4.923.266;935.85;NaN;1.2;15.599.182;172.7;set/18;924009;2023-06-30 10:51:48:355
17.957;49.793;76.464;1.215;53.761;81.112;0.8054;-13.337;0.9392;0.1217;-0.0264;0.2554;61.2;5.0;40.822;-25.447.483;-49.232.655;935.89;NaN;0.0;15.572.784;;ago/18;924509;2023-06-30 10:51:48:855
16.786;53.808;76.371;19.983;54.602;7.897;-0.1803;-0.2816;0.2928;0.0017;-0.3904;-0.3061;61.2;5.0;59.093;-25.447.483;-49.232.655;935.89;NaN;0.0;15.572.784;;ago/18;925009;2023-06-30 10:51:49:355
17.125;5.644;83.051;18.893;53.716;79.842;-0.7373;0.3657;-0.0073;0.0763;0.1655;0.1063;61.2;5.0;58.997;-25.447.496;-49.232.647;935.71;NaN;0.0;15.059.949;;ago/18;925509;2023-06-30 10:51:49:855
15.502;54.353;81.551;18.962;53.408;80.032;-0.4075;0.2246;0.1077;0.0686;0.0245;0.2446;61.2;5.0;65.333;-25.447.496;-49.232.647;935.71;NaN;0.0;15.059.949;;ago/18;926009;2023-06-30 10:51:50:355
2.185;54.575;73.113;22.275;51.994;80.109;-0.1462;0.2846;0.2456;0.1679;0.0277;0.3836;61.2;5.0;51.371;-25.447.504;-49.232.643;935.77;NaN;0.0;15.033.437;;jul/18;926509;2023-06-30 10:51:50:855
21.481;42.681;86.683;14.224;48.779;83.877;0.4505;-0.9782;14.292;0.2332;-0.3416;0.1257;61.2;5.0;43.571;-25.447.504;-49.232.643;935.77;NaN;0.0;15.033.437;;jul/18;927009;2023-06-30 10:51:51:355
15.768;54.204;77.206;15.003;54.116;80.395;0.3956;0.0676;1.726;-0.2125;-0.1843;-0.3141;101.9;5.0;39.83;-25.447.504;-49.232.643;935.77;NaN;0.0;15.033.437;;jul/18;927509;2023-06-30 10:51:51:855
13.418;59.665;73.733;1.511;54.953;79.805;-0.0442;0.3154;-0.6663;-0.0075;0.2643;0.1549;202.4;5.0;54.417;-25.447.504;-49.232.643;935.77;NaN;0.0;15.033.437;;jul/18;928008;2023-06-30 10:51:52:354
15.385;45.307;7.081;15.084;53.327;80.905;0.2895;-13.514;-0.1303;0.1116;-0.1447;0.385;270.8;5.0;62.866;-25.447.504;-49.232.643;935.77;NaN;0.0;15.033.437;;jul/18;928509;2023-06-30 10:51:52:855
2.738;50.709;72.275;23.922;54.382;78.022;11.047;-11.922;0.5761;0.1419;0.0498;-0.0766;378.6;5.0;64.646;-25.447.504;-49.232.643;935.77;NaN;0.0;15.033.437;;jul/18;929009;2023-06-30 10:51:53:355
23.059;68.801;88.743;21.332;55.924;77.682;0.4768;0.7144;-0.7783;0.1182;0.1752;-0.1285;242.2;5.0;61.649;-25.447.502;-4.923.265;934.75;NaN;0.0;16.868.732;;jun/18;929509;2023-06-30 10:51:53:855
1.44;58.623;72.176;2.053;53.942;79.283;-1.241;0.3438;-0.6851;-0.0778;0.0296;-0.2622;154.8;5.0;63.988;-25.447.502;-4.923.265;934.75;NaN;0.0;16.868.732;;jun/18;930009;2023-06-30 10:51:54:355
0.5048;47.987;71.706;17.427;44.653;85.554;-0.6158;-0.0246;-0.925;-0.2494;0.1951;0.1318;91.3;5.0;64.406;-25.447.493;-49.232.655;935.01;NaN;0.0;2.527.429;;mai/18;930509;2023-06-30 10:51:54:855
24.353;15.436;84.803;14.306;26.168;93.422;-0.0711;-18.388;0.5342;0.736;0.0985;0.8736;67.9;5.0;44.942;-25.447.493;-49.232.655;935.01;NaN;0.0;2.527.429;;mai/18;931008;2023-06-30 10:51:55:354
24.356;2.335;7.782;17.746;22.444;9.38;15.777;-11.077;0.7603;0.0932;-0.0983;-0.5093;41.5;5.0;41.802;-25.447.487;-49.232.655;936.93;NaN;0.65;24.302.055;355.9;mai/18;931510;2023-06-30 10:51:55:856
12.561;10.043;10.032;21.534;25.011;92.346;-0.787;-0.9924;26.395;-0.2603;0.0337;0.2907;41.5;5.0;38.841;-25.447.487;-49.232.655;936.93;NaN;0.65;24.302.055;355.9;mai/18;932008;2023-06-30 10:51:56:354
27.096;50.898;87.306;22.735;35.047;88.723;0.3026;0.8071;-0.2252;-0.4621;-0.3111;-0.398;41.5;5.0;34.953;-25.447.475;-49.232.655;936.71;NaN;0.96;24.073.095;16.9;jun/18;932508;2023-06-30 10:51:56:854
15.873;50.033;108.249;17.055;34.789;90.088;-0.2387;10.904;0.3206;0.2939;-0.1838;0.3145;58.5;5.0;38.379;-25.447.475;-49.232.655;936.71;NaN;0.96;24.073.095;16.9;jun/18;933008;2023-06-30 10:51:57:354
14.828;53.829;68.607;20.124;50.358;81.708;-0.2297;-0.7039;-14.228;0.2674;-0.1071;-0.03;77.7;5.0;37.926;-25.447.472;-49.232.655;937.25;NaN;0.0;2.413.629;;jul/18;933509;2023-06-30 10:51:57:855
18.008;46.691;72.885;2.16;39.506;87.119;0.0721;-0.1812;-0.4514;-0.1848;-0.545;-0.602;234.9;5.0;33.851;-25.447.472;-49.232.655;937.25;NaN;0.0;2.413.629;;jul/18;934009;2023-06-30 10:51:58:355
-0.0964;12.007;102.257;16.018;30.107;91.946;-18.438;-0.4743;16.723;-0.5555;0.3256;11.523;307.9;5.0;37.246;-25.447.464;-49.232.655;936.87;NaN;0.71;24.204.727;5.9;jun/18;934509;2023-06-30 10:51:58:855
32.797;-0.9582;114.016;17.662;1.621;95.091;18.353;0.279;0.7577;-0.2221;0.1024;-0.6868;240.8;5.0;35.451;-25.447.464;-49.232.655;936.87;NaN;0.71;24.204.727;5.9;jun/18;935008;2023-06-30 10:51:59:354
0.3848;19.236;115.249;16.363;25.759;93.197;-0.8953;15.793;15.068;-0.4657;0.1957;0.2799;235.8;5.0;36.933;-25.447.449;-49.232.655;936.32;NaN;1.07;265.952;353.4;ago/18;935509;2023-06-30 10:51:59:855
23.736;32.264;100.209;19.176;26.485;92.455;0.1912;11.469;-0.7578;0.1916;0.1828;0.216;149.2;5.0;40.979;-25.447.449;-49.232.655;936.32;NaN;1.07;265.952;353.4;ago/18;936009;2023-06-30 10:52:00:355
0.8965;32.162;91.516;21.529;25.865;92.112;-12.806;0.7642;-18.425;-0.2879;0.0882;-0.6172;202.4;5.0;40.839;-25.447.445;-49.232.655;935.63;NaN;1.13;25.631.626;352.8;ago/18;936508;2023-06-30 10:52:00:854
26.737;35.354;73.796;24.914;45.245;83.362;0.1834;-0.9871;-0.9532;0.4065;-0.0446;0.1804;202.4;5.0;38.264;-25.447.445;-49.232.655;935.63;NaN;1.13;25.631.626;352.8;ago/18;937008;2023-06-30 10:52:01:354
27.243;39.217;88.193;22.675;47.359;82.825;0.3513;-0.384;0.1664;-0.0538;0.1318;0.0786;202.4;5.0;37.139;-25.447.424;-4.923.265;936.72;NaN;1.44;25.740.973;352.6;out/18;937509;2023-06-30 10:52:01:855
25.087;34.097;96.259;20.309;53.427;79.687;-0.0229;0.3209;-0.1927;-14.516;-0.2816;-0.5633;287.5;5.0;53.934;-25.447.424;-4.923.265;936.72;NaN;1.44;25.740.973;352.6;out/18;938009;2023-06-30 10:52:02:355
0.4737;42.127;86.582;23.688;53.665;78.587;-21.594;-0.8436;-0.9315;-0.5409;-0.23;-0.7117;977.6;5.0;44.533;-25.447.395;-49.232.674;935.79;NaN;1.35;23.394.114;342.2;set/18;938509;2023-06-30 10:52:02:855
25.695;48.817;8.392;26.152;50.309;80.013;0.1997;-0.1519;0.4221;0.0447;-0.0968;-0.0491;1361.1;5.0;65.05;-25.447.395;-49.232.674;935.79;NaN;1.35;23.394.114;342.2;set/18;939008;2023-06-30 10:52:03:354
24.679;49.323;81.425;26.357;49.681;80.337;-0.1976;-0.2006;0.2869;-0.0145;0.0028;-0.0162;1361.1;5.0;62.941;-25.447.367;-49.232.693;937.38;NaN;1.48;2.257.259;334.7;out/18;939508;2023-06-30 10:52:03:854
21.808;51.027;78.766;23.142;49.252;81.583;-0.0887;0.091;-0.0322;-0.0454;0.0514;0.0039;1361.1;5.0;66.66;-25.447.367;-49.232.693;937.38;NaN;1.48;2.257.259;334.7;out/18;940009;2023-06-30 10:52:04:355
24.991;48.155;83.342;2.342;48.143;82.163;-0.0585;0.1244;-0.1948;3.0E-4;-0.0052;-0.0115;1361.1;5.0;62.269;-2.544.732;-49.232.727;937.25;NaN;0.0;23.666.067;;set/18;940509;2023-06-30 10:52:04:855
2.061;48.859;7.932;2.239;48.587;82.189;-0.0937;-0.0182;-0.0038;-0.0177;-0.0124;0.0115;1361.1;5.0;64.535;-2.544.732;-49.232.727;937.25;NaN;0.0;23.666.067;;set/18;941009;2023-06-30 10:52:05:355
21.805;48.631;79.548;21.955;46.735;83.372;0.0169;0.0811;-0.0361;-0.1152;0.0036;-0.0256;1361.1;5.0;60.897;-254.473;-49.232.742;937.26;NaN;0.0;23.687.092;;set/18;941509;2023-06-30 10:52:05:855
25.973;50.257;78.688;24.014;48.853;81.571;0.0939;0.0208;-0.1271;0.065;-0.0192;3.0E-4;1361.1;5.0;48.208;-254.473;-49.232.742;937.26;NaN;0.0;23.687.092;;set/18;942008;2023-06-30 10:52:06:354
23.622;44.718;86.576;23.824;47.657;82.331;-0.1559;-0.1166;0.1731;-0.086;-0.0157;0.0288;1361.1;5.0;60.665;-25.447.289;-49.232.758;937.24;NaN;0.0;23.686.071;;jul/18;942509;2023-06-30 10:52:06:855
25.488;45.963;82.398;25.227;46.254;82.712;0.0841;-0.0369;0.0457;-0.0294;-0.0245;-0.0321;1361.1;5.0;62.556;-25.447.289;-49.232.758;937.24;NaN;0.0;23.686.071;;jul/18;943008;2023-06-30 10:52:07:354
24.122;46.326;82.985;22.984;45.578;83.734;0.0551;-0.0112;0.1334;0.0913;-0.0232;0.0181;1361.1;5.0;54.485;-25.447.285;-4.923.276;937.22;NaN;0.0;23.680.994;;jul/18;943508;2023-06-30 10:52:07:854
22.284;45.613;82.845;24.189;46.332;82.978;-0.0245;0.0319;-0.0387;-0.0385;0.0111;-0.0398;1361.1;5.0;64.683;-25.447.285;-4.923.276;937.22;NaN;0.0;23.680.994;;jul/18;944008;2023-06-30 10:52:08:354
23.925;47.547;83.605;23.903;46.519;82.956;-0.1202;0.0579;-0.0162;4.0E-4;0.0013;0.0065;1361.1;5.0;64.692;-25.447.285;-4.923.276;937.22;NaN;0.0;23.680.994;;ago/18;944508;2023-06-30 10:52:08:854
2.076;46.586;82.087;22.256;46.426;83.465;-0.0745;-0.1892;0.2139;0.1198;-0.0277;-0.017;1361.1;5.0;60.753;-25.447.285;-4.923.276;937.22;NaN;0.0;23.680.994;;ago/18;945008;2023-06-30 10:52:09:354
20.562;49.269;78.859;22.185;49.709;81.571;-0.0325;-0.2874;0.3749;0.1907;-0.0892;-0.0654;1361.1;5.0;65.107;-25.447.285;-4.923.276;937.22;NaN;0.0;23.680.994;;jun/18;945509;2023-06-30 10:52:09:855
24.778;53.323;7.909;24.524;51.599;79.707;0.0887;0.2062;0.0173;-0.0162;-0.039;-0.078;1361.1;5.0;63.243;-25.447.285;-4.923.276;937.22;NaN;0.0;23.680.994;;jun/18;946009;2023-06-30 10:52:10:355
27.838;50.757;79.838;25.844;51.464;79.376;0.2518;0.066;-0.2072;-0.061;-0.043;-0.124;1361.1;5.0;63.501;-2.544.728;-49.232.765;937.23;NaN;0.0;23.672.407;;jun/18;946509;2023-06-30 10:52:10:855
29.779;51.599;73.838;25.951;50.522;79.944;0.1278;-0.1555;-4.0E-4;-0.0984;-0.1388;-0.0716;1361.1;5.0;55.778;-2.544.728;-49.232.765;937.23;NaN;0.0;23.672.407;;jun/18;947008;2023-06-30 10:52:11:354
12.295;50.515;75.892;24.665;49.043;81.262;-11.078;-0.1698;-0.458;-0.1049;-0.0658;0.1229;1361.1;5.0;63.334;-2.544.728;-49.232.765;937.23;NaN;0.0;23.672.407;;jun/18;947508;2023-06-30 10:52:11:854
10.855;57.557;75.892;2.282;51.749;80.114;-12.913;0.5065;-0.6674;0.1883;0.072;0.3878;1361.1;5.0;63.533;-2.544.728;-49.232.765;937.23;NaN;0.0;23.672.407;;jun/18;948009;2023-06-30 10:52:12:355
1.399;31.683;99.897;15.683;44.082;86.185;-0.2035;-10.043;12.647;-0.0036;0.4369;0.9694;1567.1;5.0;62.918;-2.544.728;-49.232.765;937.23;NaN;0.0;23.672.407;;jul/18;948509;2023-06-30 10:52:12:855
19.326;36.229;102.191;17.382;4.904;83.126;-0.3535;11.891;16.211;-0.1762;0.5309;0.6637;1360.6;5.0;59.222;-2.544.728;-49.232.765;937.23;NaN;0.0;23.672.407;;jul/18;949008;2023-06-30 10:52:13:354
0.8869;47.667;77.248;0.9247;45.645;86.302;-0.5278;-0.4452;-11.568;-0.2423;0.3073;0.6562;14.532.999;5.0;55.881;-25.447.283;-49.232.784;935.89;NaN;0.0;17.176.224;;ago/18;949509;2023-06-30 10:52:13:855
0.9076;33.839;66.594;0.8282;31.075;92.644;0.2697;-13.764;-0.7815;0.5539;-0.3537;0.2345;1891.7;5.0;38.728;-25.447.283;-49.232.784;935.89;NaN;0.0;17.176.224;;ago/18;950009;2023-06-30 10:52:14:355
0.5914;31.042;75.979;0.8571;2.963;93.089;0.651;-0.897;-0.8717;0.4341;0.0193;-0.6276;1382.0;5.0;34.893;-25.447.283;-49.232.815;934.89;NaN;0.0;14.034.746;;ago/18;950509;2023-06-30 10:52:14:855
0.789;0.271;130.428;0.5831;23.935;94.922;-0.1115;0.9066;15.503;-0.5329;-0.0117;0.1313;1738.0;5.0;34.63;-25.447.283;-49.232.815;934.89;NaN;0.0;14.034.746;;ago/18;951008;2023-06-30 10:52:15:354
19.323;-22.658;140.204;1.309;14.049;96.168;-0.5561;10.976;17.502;-0.2003;0.4095;0.266;1738.0;5.0;36.144;-25.447.285;-49.232.845;931.02;NaN;0.43;13.150.658;170.0;nov/18;951508;2023-06-30 10:52:15:854
-0.3084;21.529;11.08;10.231;24.629;9.437;-0.7371;13.333;20.471;0.1254;0.0437;-0.1004;1738.0;5.0;31.372;-25.447.285;-49.232.845;931.02;NaN;0.43;13.150.658;170.0;nov/18;952009;2023-06-30 10:52:16:355
27.138;27.695;99.397;18.354;20.249;94.181;0.4072;10.528;-0.4002;0.1268;-0.1718;-0.2213;1342.2;5.0;32.476;-2.544.729;-49.232.857;928.98;NaN;0.83;12.485.138;150.6;nov/18;952508;2023-06-30 10:52:16:854
0.2297;37.444;96.604;11.052;20.074;95.352;-0.5166;0.2693;-0.2357;0.429;-0.0848;-0.1055;1571.9;5.0;32.941;-2.544.729;-49.232.857;928.98;NaN;0.83;12.485.138;150.6;nov/18;953008;2023-06-30 10:52:17:354
25.695;34.288;87.995;16.799;29.662;91.951;0.1782;0.3457;-19.997;0.4396;-0.108;0.3278;1571.9;5.0;30.66;-254.473;-49.232.857;926.52;NaN;0.95;12.136.745;149.5;dez/18;953509;2023-06-30 10:52:17:855
1.178;16.592;7.676;20.039;15.481;94.741;0.2257;-1.153;0.3649;0.2538;0.1605;-0.7161;1289.9;5.0;34.841;-254.473;-49.232.857;926.52;NaN;0.95;12.136.745;149.5;dez/18;954009;2023-06-30 10:52:18:355
0.8929;-0.0461;86.597;0.8769;0.7411;97.392;-0.5074;-1.831;1.35;0.555;0.0161;0.8353;1289.9;5.0;30.642;-25.447.308;-49.232.857;926.62;NaN;0.73;11.838.194;150.5;nov/18;954509;2023-06-30 10:52:18:855
28.189;-14.981;123.756;19.287;15.371;94.915;0.528;0.6834;0.4971;-0.2245;0.125;-0.2835;452.3;5.0;30.87;-25.447.308;-49.232.857;926.62;NaN;0.73;11.838.194;150.5;nov/18;955008;2023-06-30 10:52:19:354
-0.2464;-0.7672;12.102;13.247;15.217;95.969;-19.041;0.8223;11.574;-0.5597;0.12;0.9796;132.8;5.0;32.04;-25.447.315;-49.232.853;929.69;NaN;1.11;11.464.175;170.6;nov/18;955508;2023-06-30 10:52:19:854
2.288;-0.3596;113.752;19.963;23.482;93.097;-0.0828;14.268;-0.4625;0.1341;-0.1057;-0.5139;111.5;5.0;31.472;-25.447.315;-49.232.853;929.69;NaN;1.11;11.464.175;170.6;nov/18;956009;2023-06-30 10:52:20:355
0.2707;2.956;94.023;0.9419;19.523;95.641;-0.6597;0.1708;-0.7767;0.0145;-0.1049;0.255;111.5;5.0;29.185;-25.447.325;-4.923.285;929.89;NaN;0.89;11.702.407;177.9;out/18;956509;2023-06-30 10:52:20:855
20.074;12.513;94.445;12.991;0.5216;97.062;20.691;0.3954;-0.1888;0.6868;-0.3957;-0.4173;111.5;5.0;35.566;-25.447.325;-4.923.285;929.89;NaN;0.89;11.702.407;177.9;out/18;957009;2023-06-30 10:52:21:355
0.2497;22.517;76.886;12.946;17.927;95.541;-0.8537;-0.1479;-16.634;0.1009;-0.2406;-0.7218;131.2;5.0;57.658;-25.447.332;-49.232.853;930.05;NaN;1.03;1.220.504;192.0;out/18;957509;2023-06-30 10:52:21:855
0.1488;10.783;95.103;0.8772;15.516;96.433;-0.4864;-0.1866;28.598;0.2161;-0.3835;0.442;340.1;5.0;42.057;-25.447.332;-49.232.853;930.05;NaN;1.03;1.220.504;192.0;out/18;958009;2023-06-30 10:52:22:355
22.353;3.689;83.321;19.223;45.267;84.843;0.4304;-0.8332;13.999;-0.3575;-0.1217;-0.1467;399.2;5.0;44.218;-2.544.734;-49.232.857;930.09;NaN;0.89;12.473.681;188.6;nov/18;958509;2023-06-30 10:52:22:855
12.921;54.752;93.424;14.863;4.842;83.974;-0.2584;0.6577;-0.0123;0.5698;-0.1266;0.2;468.7;5.0;45.375;-2.544.734;-49.232.857;930.09;NaN;0.89;12.473.681;188.6;nov/18;959009;2023-06-30 10:52:23:355
18.421;5.432;82.866;19.803;49.735;82.166;-0.7154;0.337;-12.559;0.0678;-0.377;-0.1;554.2;5.0;39.983;-2.544.734;-49.232.857;930.09;NaN;0.89;12.473.681;188.6;nov/18;959508;2023-06-30 10:52:23:854
20.368;44.679;7.915;18.231;37.549;8.874;-0.0558;0.5854;-0.4833;0.0186;0.1487;0.0141;446.2;5.0;41.402;-2.544.734;-49.232.857;930.09;NaN;0.89;12.473.681;188.6;nov/18;960009;2023-06-30 10:52:24:355
27.108;42.373;71.763;2.159;38.895;87.396;-0.3004;-11.431;-0.9893;-0.2272;-0.1509;-0.0023;372.7;5.0;57.102;-25.447.344;-4.923.285;931.08;NaN;1.01;13.231.519;166.1;out/18;960509;2023-06-30 10:52:24:855
24.898;28.177;87.672;21.024;4.104;86.549;-0.1766;0.1458;0.8056;-0.0529;-0.2093;-0.6249;372.7;5.0;64.071;-25.447.344;-4.923.285;931.08;NaN;1.01;13.231.519;166.1;out/18;961009;2023-06-30 10:52:25:355
19.748;48.287;90.316;15.009;46.824;84.849;0.539;0.306;0.5605;0.3983;-0.0497;-0.5995;309.5;5.0;63.786;-25.447.351;-49.232.838;931.51;NaN;1.4;13.866.052;132.3;out/18;961509;2023-06-30 10:52:25:855
15.666;43.667;83.503;21.711;53.251;79.435;-0.3827;-0.665;-0.4336;-0.0956;-0.3554;-0.7954;309.5;5.0;59.695;-25.447.351;-49.232.838;931.51;NaN;1.4;13.866.052;132.3;out/18;962008;2023-06-30 10:52:26:354
18.544;55.045;77.832;17.028;56.719;78.167;0.3498;-0.5204;0.4486;0.1656;-0.2019;-0.3672;254.4;5.0;60.106;-2.544.736;-49.232.822;932.18;NaN;1.45;14.651.498;119.6;ago/18;962509;2023-06-30 10:52:26:855
0.2521;60.183;81.264;12.763;58.863;7.739;-10.499;-0.0268;0.2361;-0.0767;-0.0531;-0.0353;254.4;5.0;60.529;-2.544.736;-49.232.822;932.18;NaN;1.45;14.651.498;119.6;ago/18;963009;2023-06-30 10:52:27:355
0.5123;56.297;79.224;0.7549;56.266;79.963;-0.354;-0.0932;0.1065;-0.0368;-0.0493;-0.0555;254.4;5.0;56.473;-25.447.355;-49.232.815;934.27;NaN;0.0;14.794.473;;ago/18;963509;2023-06-30 10:52:27:855
0.2994;54.042;81.192;0.4909;56.118;80.273;-0.1295;0.031;-0.1576;-0.0242;0.0154;-0.0169;254.4;5.0;45.5;-25.447.355;-49.232.815;934.27;NaN;0.0;14.794.473;;ago/18;964008;2023-06-30 10:52:28:354
0.4599;57.069;79.695;0.455;55.915;80.436;-0.0617;-0.0259;0.1814;-0.0164;-0.0057;-0.0168;254.4;5.0;38.444;-25.447.355;-49.232.815;934.27;NaN;0.0;14.794.473;;out/18;964508;2023-06-30 10:52:28:854
0.4024;55.869;79.506;0.4015;56.366;80.148;-0.0016;0.0418;-0.0587;-0.0245;-0.026;1.0E-4;254.4;5.0;56.672;-25.447.355;-49.232.815;934.27;NaN;0.0;14.794.473;;out/18;965008;2023-06-30 10:52:29:354
-0.1303;5.353;80.413;0.2853;54.645;81.381;-0.4157;-0.0434;-0.098;-0.0043;-0.0068;0.067;254.4;5.0;35.908;-25.447.355;-49.232.815;934.27;NaN;0.0;14.794.473;;nov/18;965509;2023-06-30 10:52:29:855
0.7183;53.195;8.259;0.332;54.396;8.153;-0.0674;-0.2672;0.389;0.1358;-0.012;0.2088;254.4;5.0;56.209;-25.447.355;-49.232.815;934.27;NaN;0.0;14.794.473;;nov/18;966008;2023-06-30 10:52:30:354
15.529;50.607;83.473;0.8896;51.138;83.203;0.3516;0.1742;-0.2851;-0.1771;-0.1927;-0.1522;185.4;5.0;64.206;-25.447.355;-49.232.815;934.27;NaN;0.0;14.794.473;;nov/18;966509;2023-06-30 10:52:30:855
12.705;5.468;7.617;0.9249;51.785;82.763;0.4928;-0.0327;-0.1096;0.1597;0.1483;0.0499;212.7;5.0;56.255;-25.447.355;-49.232.815;934.27;NaN;0.0;14.794.473;;nov/18;967009;2023-06-30 10:52:31:355
-0.1216;53.039;82.066;0.9862;53.971;81.283;-14.467;0.014;-0.0908;0.0888;0.0302;0.0587;212.7;5.0;36.066;-25.447.355;-49.232.815;934.27;NaN;0.0;14.794.473;;nov/18;967508;2023-06-30 10:52:31:854
-0.3333;51.021;80.419;0.9486;52.497;82.287;-0.887;-0.2851;0.4723;0.1959;0.0101;0.1197;212.7;5.0;60.887;-25.447.355;-49.232.815;934.27;NaN;0.0;14.794.473;;nov/18;968009;2023-06-30 10:52:32:355
0.6189;53.057;77.796;0.899;5.501;80.686;-0.3707;-0.3806;0.1452;0.0411;-0.0656;-0.1794;243.8;5.0;62.073;-25.447.355;-49.232.815;934.27;NaN;0.0;14.794.473;;out/18;968509;2023-06-30 10:52:32:855
0.7327;54.234;81.593;0.977;55.846;80.017;-0.0726;-0.0928;0.127;0.034;0.0378;-0.0142;243.8;5.0;61.682;-25.447.355;-49.232.815;934.27;NaN;0.0;14.794.473;;out/18;969010;2023-06-30 10:52:33:356
0.4671;5.721;80.617;0.6941;56.616;79.771;-0.0079;0.1051;0.0948;0.0482;0.0634;-0.1011;243.8;5.0;59.757;-25.447.355;-49.232.815;934.27;NaN;0.0;14.794.473;;out/18;969509;2023-06-30 10:52:33:855
0.5159;58.671;77.955;0.5522;59.664;77.632;-0.0097;0.1279;-0.2374;-0.0099;0.0019;-0.0157;243.8;5.0;48.545;-25.447.355;-49.232.815;934.27;NaN;0.0;14.794.473;;out/18;970008;2023-06-30 10:52:34:354
0.462;5.96;78.075;0.548;58.873;78.237;-0.0583;0.038;0.1263;0.0719;0.0513;0.075;243.8;5.0;51.382;-25.447.355;-49.232.815;934.27;NaN;0.0;14.794.473;;ago/18;970508;2023-06-30 10:52:34:854
0.4168;6.183;76.458;0.5354;60.455;7.703;0.2025;0.0135;-0.0752;-0.0706;0.0145;-0.0193;280.0;5.0;55.612;-25.447.355;-49.232.815;934.27;NaN;0.0;14.794.473;;ago/18;971009;2023-06-30 10:52:35:355
0.4297;5.78;82.285;0.6553;56.968;79.554;0.1003;-0.0493;0.1482;-0.2365;0.0076;-0.2;243.6;5.0;60.813;-25.447.355;-49.232.815;934.27;NaN;0.0;14.794.473;;ago/18;971509;2023-06-30 10:52:35:855
-0.1267;50.212;80.138;0.2239;55.799;80.613;-0.3414;-0.3363;0.2104;0.2836;-0.1744;-0.0061;243.6;5.0;64.592;-25.447.355;-49.232.815;934.27;NaN;0.0;14.794.473;;ago/18;972009;2023-06-30 10:52:36:355
16.975;66.478;68.583;1.57;62.716;73.738;0.0042;0.3084;-0.2177;0.2445;-0.1447;0.0511;243.6;5.0;64.081;-25.447.355;-49.232.815;934.27;NaN;0.0;14.794.473;;ago/18;972509;2023-06-30 10:52:36:855
16.427;62.235;78.233;15.355;61.453;74.865;0.1874;0.2632;-0.5182;0.0405;0.0561;-0.0489;243.6;5.0;63.715;-25.447.355;-49.232.815;934.27;NaN;0.0;14.794.473;;ago/18;973009;2023-06-30 10:52:37:355
11.555;63.726;6.863;13.267;62.295;74.568;-0.0932;-0.1578;0.375;0.0322;-0.0294;-0.0029;243.6;5.0;64.547;-25.447.355;-49.232.815;934.27;NaN;0.0;14.794.473;;set/18;973509;2023-06-30 10:52:37:855
0.792;58.273;74.377;11.491;59.639;76.995;-0.3043;-0.1568;0.2279;0.0931;-0.1904;0.0415;243.6;5.0;61.186;-25.447.355;-49.232.815;934.27;NaN;0.0;14.794.473;;set/18;974009;2023-06-30 10:52:38:355
19.424;63.465;74.275;1.802;62.244;73.607;-0.0433;0.0953;-0.139;-0.0479;0.0399;-0.0047;209.0;5.0;60.108;-25.447.355;-49.232.815;934.27;NaN;0.0;14.794.473;;set/18;974509;2023-06-30 10:52:38:855
