ACELERÔMETRO X (m/s²);ACELERÔMETRO Y (m/s²);ACELERÔMETRO Z (m/s²);GRAVIDADE X (m/s²);GRAVIDADE Y (m/s²);GRAVIDADE Z (m/s²);ACELERAÇÃO LINEAR X (m/s²);ACELERAÇÃO LINEAR Y (m/s²);ACELERAÇÃO LINEAR Z (m/s²);GIROSCÓPIO X (rad/s);GIROSCÓPIO Y (rad/s);GIROSCÓPIO Z (rad/s);LUZ (lux);PROXIMIDADE (m);NÍVEL DO SOM (dB);LOCALIZAÇÃO Latitude : ;LOCALIZAÇÃO Longitude : ;LOCALIZAÇÃO Altitude ( m);LOCALIZAÇÃO Altitude-google ( m);LOCALIZAÇÃO Velocidade ( Metros por segundo);LOCALIZAÇÃO Precisão ( m);LOCALIZAÇÃO ORIENTAÇÃO (°);Satélite dentro do Alcance;Tempo desde o início, em m/s ;YYYY-MO-DD HH-MI-SS_SSS
15.496;61.061;76.035;16.991;62.219;73.872;-0.0375;0.0104;0.0943;-0.0513;0.0507;0.0099;209.0;5.0;64.9;-25.447.355;-49.232.815;934.27;NaN;0.0;14.794.473;;set/18;975009;2023-06-30 10:52:39:355
15.948;6.339;67.271;16.116;63.317;73.132;-0.0231;0.1917;-0.5946;-0.1582;0.0575;0.0221;209.0;5.0;59.226;-25.447.355;-49.232.815;934.27;NaN;0.0;14.794.473;;set/18;975509;2023-06-30 10:52:39:855
0.4042;62.315;72.251;11.231;60.213;76.585;-0.4334;0.5877;-0.0439;-0.1015;0.2458;-0.0627;209.0;5.0;58.575;-25.447.355;-49.232.815;934.27;NaN;0.0;14.794.473;;set/18;976009;2023-06-30 10:52:40:355
10.489;63.115;83.821;0.9541;5.282;82.073;-0.1081;0.9014;-0.0274;0.0601;-0.1969;-0.0129;180.9;5.0;49.485;-25.447.355;-49.232.815;934.27;NaN;0.0;14.794.473;;ago/18;976509;2023-06-30 10:52:40:855
10.866;53.515;70.912;12.653;5.341;81.267;-0.432;-0.3266;-0.2519;-0.0336;0.063;-0.1534;180.9;5.0;63.484;-25.447.355;-49.232.815;934.27;NaN;0.0;14.794.473;;ago/18;977008;2023-06-30 10:52:41:354
0.6893;59.282;85.767;0.8065;58.237;78.488;-0.1436;0.0478;11.684;0.1089;0.0033;0.0164;154.8;5.0;64.02;-2.544.736;-4.923.282;933.82;NaN;0.0;12.817.725;;jun/18;977508;2023-06-30 10:52:41:854
1.207;57.135;83.309;11.426;54.825;80.503;-0.4194;0.0381;0.196;0.0426;-0.0142;0.1782;111.9;5.0;66.078;-2.544.736;-4.923.282;933.82;NaN;0.0;12.817.725;;jun/18;978012;2023-06-30 10:52:42:358
0.4626;59.534;64.699;15.711;57.828;77.628;-0.2648;-0.5931;0.4898;0.021;0.3619;-0.0578;93.8;5.0;57.887;-2.544.736;-4.923.282;933.82;NaN;0.0;12.817.725;;abr/17;978509;2023-06-30 10:52:42:855
10.965;49.077;85.869;11.217;5.887;77.624;10.644;-0.5127;19.383;0.0682;0.1258;0.03;69.3;5.0;64.591;-2.544.736;-4.923.282;933.82;NaN;0.0;12.817.725;;abr/17;979008;2023-06-30 10:52:43:354
0.6531;66.555;75.679;11.865;60.184;76.512;0.0787;11.173;-0.2344;0.0168;0.1218;-0.2192;153.1;5.0;67.381;-2.544.736;-4.923.282;933.82;NaN;0.0;12.817.725;;mar/17;979509;2023-06-30 10:52:43:855
1.443;56.384;68.029;10.596;59.592;77.159;-0.3665;-0.2763;-0.8711;-0.1001;0.2334;0.2766;315.1;5.0;63.362;-2.544.736;-4.923.282;933.82;NaN;0.0;12.817.725;;mar/17;980009;2023-06-30 10:52:44:355
13.759;35.971;88.016;11.933;52.978;81.657;-0.5311;-1.939;0.4357;-0.0663;-0.2851;0.002;121.9;5.0;61.181;-25.447.365;-49.232.822;934.02;NaN;0.0;14.770.931;;abr/18;980509;2023-06-30 10:52:44:855
0.5195;59.704;8.259;18.887;52.625;80.566;-12.038;0.664;0.3066;0.1123;-0.1756;0.0803;38.1;5.0;63.904;-25.447.365;-49.232.822;934.02;NaN;0.0;14.770.931;;abr/18;981009;2023-06-30 10:52:45:355
33.642;44.727;79.548;23.227;48.337;82.104;0.5296;-0.2041;-0.3466;0.0433;0.3361;0.1658;74.6;5.0;67.108;-25.447.365;-49.232.822;934.02;NaN;0.0;14.770.931;;jun/18;981509;2023-06-30 10:52:45:855
11.232;42.343;74.308;18.873;55.674;78.494;-1.25;-0.7881;-11.603;-0.4065;0.2173;0.0414;49.5;5.0;64.373;-25.447.365;-49.232.822;934.02;NaN;0.0;14.770.931;;jun/18;982010;2023-06-30 10:52:46:356
0.3974;60.582;83.584;21.031;50.456;81.418;-10.181;1.034;-0.0493;0.0349;-0.2766;-0.131;39.2;5.0;57.632;-25.447.365;-49.232.822;934.02;NaN;0.0;14.770.931;;mai/17;982509;2023-06-30 10:52:46:855
44.146;40.502;89.154;26.314;35.595;87.508;11.689;-0.538;0.6155;0.2336;-0.3872;-0.5414;416.4;5.0;63.183;-25.447.365;-49.232.822;934.02;NaN;0.0;14.770.931;;mai/17;983009;2023-06-30 10:52:47:355
33.138;18.493;100.835;25.493;42.404;8.467;0.5127;-24.386;1.806;0.2053;-10.159;-14.358;322.6;5.0;65.007;-25.447.365;-49.232.822;934.02;NaN;0.0;14.770.931;;mai/18;983509;2023-06-30 10:52:47:855
28.623;32.582;91.534;19.487;41.728;8.658;-0.5462;0.2134;-0.5588;-0.2848;0.0583;0.519;161.4;5.0;65.178;-25.447.365;-49.232.822;934.02;NaN;0.0;14.770.931;;mai/18;984009;2023-06-30 10:52:48:355
35.687;40.645;94.487;24.057;30.637;89.998;0.5478;0.7274;0.1243;0.0173;0.8147;17.402;44.0;5.0;39.83;-2.544.737;-4.923.282;934.26;NaN;0.23;20.444.736;103.3;jun/18;984509;2023-06-30 10:52:48:855
29.737;39.208;67.735;2.465;33.071;8.897;0.5469;-0.1527;-14.231;0.1896;-0.3113;-0.0013;44.5;5.0;41.854;-2.544.737;-4.923.282;934.26;NaN;0.23;20.444.736;103.3;jun/18;985009;2023-06-30 10:52:49:355
25.542;54.359;61.378;2.995;57.498;7.358;-0.4328;-0.3757;-20.943;-0.1521;0.2008;-0.1438;82.4;5.0;59.37;-2.544.737;-4.923.282;934.26;NaN;0.23;20.444.736;103.3;jun/18;985509;2023-06-30 10:52:49:855
0.8333;52.323;81.192;23.383;57.409;7.599;-0.3185;0.4692;0.9177;-0.114;0.3159;0.3578;56.5;5.0;29.44;-2.544.737;-4.923.282;934.26;NaN;0.23;20.444.736;103.3;jun/18;986009;2023-06-30 10:52:50:355
24.497;53.497;96.711;25.031;4.518;83.362;0.1776;10.188;0.6887;-0.1988;-0.2459;-0.1418;366.6;5.0;26.894;-25.447.363;-49.232.815;934.05;NaN;0.0;22.494.196;;mai/18;986509;2023-06-30 10:52:50:855
19.996;52.841;8.365;19.581;3.993;87.402;0.1864;0.2468;-0.1549;0.3927;0.0431;-0.0117;98.0;5.0;51.453;-25.447.363;-49.232.815;934.05;NaN;0.0;22.494.196;;mai/18;987010;2023-06-30 10:52:51:356
15.825;36.336;5.674;17.611;4.243;86.641;0.1255;-28.404;0.8439;0.8121;-0.0718;0.2165;31.2;5.0;44.408;-25.447.363;-49.232.815;934.05;NaN;0.0;22.494.196;;mai/18;987509;2023-06-30 10:52:51:855
17.765;43.553;72.616;24.417;4.642;82.862;-0.2704;-0.61;-0.2005;0.6674;0.108;-0.4236;68.5;5.0;28.48;-25.447.363;-49.232.815;934.05;NaN;0.0;22.494.196;;mai/18;988009;2023-06-30 10:52:52:355
23.407;41.553;77.979;21.562;57.828;76.211;-0.8148;0.007;-10.438;0.2103;0.0923;0.4932;43.7;5.0;51.266;-25.447.351;-49.232.815;934.37;NaN;0.96;2.541.356;342.0;jun/18;988508;2023-06-30 10:52:52:854
30.782;39.966;101.299;23.513;58.163;75.374;-0.0892;16.274;-0.263;-0.4806;-0.261;-0.2004;155.3;5.0;58.828;-25.447.351;-49.232.815;934.37;NaN;0.96;2.541.356;342.0;jun/18;989009;2023-06-30 10:52:53:355
32.315;69.128;67.639;27.338;58.999;73.408;0.3903;0.5278;-0.4398;-0.0506;0.0631;0.1844;200.4;5.0;46.134;-25.447.344;-49.232.815;934.38;NaN;0.0;26.784.063;;jun/18;989509;2023-06-30 10:52:53:855
20.736;57.794;71.858;29.375;5.614;74.849;-0.5156;0.0436;-0.4014;-0.0337;-0.0188;0.0173;51.8;5.0;28.57;-25.447.344;-49.232.815;934.38;NaN;0.0;26.784.063;;jun/18;990009;2023-06-30 10:52:54:355
30.237;48.859;75.775;31.565;54.126;75.439;0.2043;-12.705;0.6872;0.0593;0.1016;-0.0969;29.5;5.0;30.924;-25.447.344;-49.232.807;934.59;NaN;1.3;2.731.396;65.1;abr/18;990509;2023-06-30 10:52:54:855
24.084;47.694;93.687;23.441;5.624;76.841;0.6044;13.561;0.53;0.1224;0.2558;0.1896;30.6;5.0;57.703;-25.447.344;-49.232.807;934.59;NaN;1.3;2.731.396;65.1;abr/18;991009;2023-06-30 10:52:55:355
16.475;56.279;76.733;25.394;52.213;79.032;-0.5025;-0.088;0.2356;0.1782;-0.2053;-0.0158;59.6;5.0;64.779;-25.447.338;-492.328;934.66;NaN;0.94;2.798.742;73.6;mar/18;991509;2023-06-30 10:52:55:855
20.505;53.392;69.475;2.673;53.187;77.934;-0.2967;-0.0357;-0.4552;0.0261;0.2521;0.0285;34.5;5.0;63.981;-25.447.338;-492.328;934.66;NaN;0.94;2.798.742;73.6;mar/18;992009;2023-06-30 10:52:56:355
0.7195;45.125;76.886;16.834;56.151;78.618;-0.2394;-0.2029;13.341;0.1072;0.5466;0.3756;47.3;5.0;59.499;-25.447.332;-49.232.796;934.73;NaN;0.44;28.493.414;57.8;mar/18;992509;2023-06-30 10:52:56:855
17.921;72.957;74.562;17.326;57.747;77.344;-0.0139;13.623;0.0785;-0.0812;-0.2392;-0.0515;357.7;5.0;58.023;-25.447.332;-49.232.796;934.73;NaN;0.44;28.493.414;57.8;mar/18;993009;2023-06-30 10:52:57:355
0.7519;50.673;67.975;17.284;57.861;77.269;-12.251;0.0078;-15.172;-0.2549;0.0165;-0.1463;287.3;5.0;36.487;-25.447.332;-49.232.796;934.73;NaN;0.44;28.493.414;57.8;mar/18;993509;2023-06-30 10:52:57:855
24.105;36.929;84.989;19.573;55.582;78.388;0.0449;-0.6781;-0.1184;-0.1614;-0.0177;-0.1025;33.4;5.0;54.827;-25.447.332;-49.232.796;934.73;NaN;0.44;28.493.414;57.8;mar/18;994009;2023-06-30 10:52:58:355
0.9238;69.756;84.288;19.242;58.336;76.444;-0.8766;0.8727;-0.0805;0.026;-0.1422;-0.3196;15.3;5.0;61.579;-25.447.327;-492.328;934.75;NaN;0.0;30.923.843;;mar/18;994509;2023-06-30 10:52:58:855
13.319;5.568;77.545;13.543;56.025;7.934;-0.5402;-0.314;-0.4181;0.0999;0.1755;0.5522;13.1;5.0;52.187;-25.447.327;-492.328;934.75;NaN;0.0;30.923.843;;mar/18;995009;2023-06-30 10:52:59:355
41.586;38.956;85.552;2.966;52.771;77.153;0.2792;-0.1279;-0.5238;0.0073;0.0423;0.0553;13.1;5.0;29.97;-25.447.327;-492.328;934.75;NaN;0.0;30.923.843;;mar/18;995509;2023-06-30 10:52:59:855
34.321;53.617;79.871;31.525;54.657;75.072;-0.4891;11.541;0.7883;-0.0804;-0.0668;-0.0901;15.0;5.0;46.16;-25.447.327;-492.328;934.75;NaN;0.0;30.923.843;;mar/18;996009;2023-06-30 10:53:00:355
25.733;55.836;7.438;27.198;53.374;77.644;-0.0625;0.2937;-0.6758;-0.0142;0.1103;-0.0599;12.8;5.0;41.168;-25.447.332;-49.232.807;935.0;NaN;1.13;3.159.622;183.2;jun/18;996508;2023-06-30 10:53:00:854
28.048;54.392;6.61;25.605;54.602;77.331;-0.1099;-0.8522;-0.2191;0.0184;0.0547;0.0711;12.8;5.0;31.262;-25.447.332;-49.232.807;935.0;NaN;1.13;3.159.622;183.2;jun/18;997008;2023-06-30 10:53:01:354
2.364;67.268;87.474;22.771;49.869;81.312;-0.4476;12.251;0.5268;-0.472;-0.2017;-0.3322;12.8;5.0;61.318;-25.447.332;-49.232.807;935.0;NaN;1.13;3.159.622;183.2;jun/18;997508;2023-06-30 10:53:01:854
16.771;60.854;84.222;17.677;48.577;83.336;0.19;0.911;-0.3089;0.0754;0.1081;-0.0518;15.3;5.0;29.915;-25.447.332;-49.232.807;935.0;NaN;1.13;3.159.622;183.2;jun/18;998008;2023-06-30 10:53:02:354
21.089;52.796;63.869;15.763;46.592;8.484;0.3211;-10.181;-1.345;0.2514;-0.2692;0.0917;50.4;5.0;28.317;-25.447.332;-49.232.807;935.0;NaN;1.13;3.159.622;183.2;mai/18;998509;2023-06-30 10:53:02:855
0.9112;46.418;69.454;1.767;46.873;84.307;-0.0923;0.1548;-13.982;0.2041;0.0549;-0.4783;47.3;5.0;31.509;-25.447.332;-49.232.807;935.0;NaN;1.13;3.159.622;183.2;mai/18;999008;2023-06-30 10:53:03:354
12.786;3.036;77.964;14.795;51.193;82.325;-0.9298;-0.1788;0.2025;-0.0434;0.128;0.338;397.8;5.0;32.921;-25.447.332;-49.232.807;935.0;NaN;1.13;3.159.622;183.2;abr/18;999509;2023-06-30 10:53:03:855
22.512;32.093;103.458;17.011;50.929;82.061;-0.9573;13.091;0.8167;-0.6032;0.0762;0.196;211.0;5.0;32.937;-25.447.332;-49.232.807;935.0;NaN;1.13;3.159.622;183.2;abr/18;1000009;2023-06-30 10:53:04:355
0.677;59.438;86.519;11.348;5.45;80.734;-0.484;12.777;0.3677;-0.7144;0.2787;0.339;28.9;5.0;32.523;-25.447.315;-49.232.807;934.72;NaN;0.0;3.404.849;;abr/18;1000508;2023-06-30 10:53:04:854
13.903;66.214;90.142;17.985;49.887;82.492;-0.2956;0.7343;0.6569;0.2384;-0.2866;-0.0774;17.0;5.0;29.654;-25.447.315;-49.232.807;934.72;NaN;0.0;3.404.849;;abr/18;1001009;2023-06-30 10:53:05:355
21.814;57.426;69.391;20.452;55.249;78.398;-0.4267;-0.0142;-17.459;0.1372;0.1971;0.1201;17.0;5.0;31.075;-25.447.285;-49.232.803;934.39;NaN;1.42;3.217.866;0.3;mai/18;1001509;2023-06-30 10:53:05:855
21.892;57.923;65.061;25.123;51.695;79.458;0.0334;-0.2993;-0.9131;0.0284;-0.1353;0.0941;17.0;5.0;33.741;-25.447.285;-49.232.803;934.39;NaN;1.42;3.217.866;0.3;mai/18;1002009;2023-06-30 10:53:06:355
29.512;45.703;76.766;31.147;45.552;81.067;0.5683;-13.215;11.925;0.3502;0.1539;-0.2663;17.0;5.0;29.263;-25.447.245;-49.232.796;934.07;NaN;0.49;30.856.752;20.1;mar/17;1002508;2023-06-30 10:53:06:854
2.485;43.664;89.618;26.795;58.901;73.687;0.1215;-0.7698;21.099;-0.03;-0.0996;0.0925;8.6;5.0;53.074;-25.447.245;-49.232.796;934.07;NaN;0.49;30.856.752;20.1;mar/17;1003009;2023-06-30 10:53:07:355
41.394;60.815;8.262;34.599;61.243;68.332;-0.2619;0.7489;16.004;-0.0582;-0.2744;-0.169;28.7;5.0;60.076;-25.447.212;-49.232.784;934.04;NaN;1.32;30.565.716;44.4;mar/18;1003509;2023-06-30 10:53:07:855
27.743;60.414;63.271;27.881;59.853;72.508;-0.5492;0.2166;-0.777;0.1463;0.1144;0.1044;80.7;5.0;66.682;-25.447.212;-49.232.784;934.04;NaN;1.32;30.565.716;44.4;mar/18;1004009;2023-06-30 10:53:08:355
22.317;59.857;66.088;26.852;56.734;75.348;0.0449;-0.5059;0.1534;0.2923;-0.1888;-0.2453;64.6;5.0;65.873;-25.447.187;-49.232.777;934.2;NaN;0.0;31.374.569;;mar/18;1004509;2023-06-30 10:53:08:855
38.409;51.596;79.961;33.219;5.89;71.024;0.5191;-0.7305;0.8936;-0.1815;-0.5846;-0.0132;186.5;5.0;58.458;-25.447.187;-49.232.777;934.2;NaN;0.0;31.374.569;;mar/18;1005009;2023-06-30 10:53:09:355
41.415;78.353;69.945;29.897;65.473;66.607;-0.4219;1.227;20.566;-0.2301;-0.3083;0.0846;257.8;5.0;62.753;-25.447.174;-49.232.773;934.17;NaN;0.0;31.746.656;;mar/18;1005509;2023-06-30 10:53:09:855
28.222;77.048;72.538;34.644;64.092;65.643;-0.5934;0.3532;10.124;0.175;-0.1256;0.0425;109.1;5.0;66.041;-25.447.174;-49.232.773;934.17;NaN;0.0;31.746.656;;mar/18;1006008;2023-06-30 10:53:10:354
3.027;63.148;60.576;31.387;62.815;68.455;-0.4091;-0.3282;-0.8516;-0.1007;0.2397;-0.029;20.9;5.0;61.128;-25.447.174;-49.232.773;934.17;NaN;0.0;31.746.656;;mar/18;1006509;2023-06-30 10:53:10:855
22.898;54.746;73.895;29.378;60.655;71.238;-0.4536;-0.4159;-0.5982;-0.072;0.1316;0.2262;15.3;5.0;65.393;-25.447.174;-49.232.773;934.17;NaN;0.0;31.746.656;;mar/18;1007008;2023-06-30 10:53:11:354
4.305;6.301;60.848;31.801;63.612;67.522;0.9127;-0.2125;0.2632;-0.3669;-0.1149;-0.1851;13.4;5.0;47.236;-25.447.172;-49.232.765;934.03;NaN;0.38;32.691.616;162.8;mar/18;1007508;2023-06-30 10:53:11:854
33.773;72.903;55.186;31.434;6.734;63.986;0.2513;0.3466;-0.723;-0.0519;0.0519;-0.1015;13.4;5.0;59.886;-25.447.172;-49.232.765;934.03;NaN;0.38;32.691.616;162.8;mar/18;1008008;2023-06-30 10:53:12:354
29.306;60.082;65.178;29.503;63.909;68.281;0.3372;-0.9087;-0.8424;-0.3477;-0.1743;-0.0286;11.1;5.0;56.506;-25.447.165;-49.232.758;933.81;NaN;0.75;31.523.129;151.2;abr/18;1008509;2023-06-30 10:53:12:855
3.312;36.259;78.371;31.522;57.458;72.952;-0.1917;-10.874;0.4366;-0.4148;0.1595;0.2458;11.1;5.0;62.842;-25.447.165;-49.232.758;933.81;NaN;0.75;31.523.129;151.2;abr/18;1009009;2023-06-30 10:53:13:355
24.646;58.252;86.881;22.904;49.709;81.372;0.026;0.5923;-0.4235;0.1402;0.4449;0.6156;8.9;5.0;61.047;-25.447.132;-49.232.735;933.7;NaN;0.0;31.495.638;;abr/18;1009508;2023-06-30 10:53:13:854
22.994;5.6;7.8;27.717;50.627;79.282;-0.5618;0.3825;-10.858;0.012;-0.4924;-0.4097;26.2;5.0;52.739;-25.447.132;-49.232.735;933.7;NaN;0.0;31.495.638;;abr/18;1010008;2023-06-30 10:53:14:354
23.548;45.763;69.187;23.628;40.249;86.248;0.1285;0.7032;-0.4787;0.3161;0.208;-0.1025;20.3;5.0;38.523;-25.447.119;-49.232.727;933.59;NaN;0.0;32.999.718;;abr/18;1010509;2023-06-30 10:53:14:855
25.272;2.3;77.491;23.982;46.293;8.306;-0.3405;-14.143;0.4456;0.6143;-0.1863;0.0562;49.0;5.0;47.569;-25.447.119;-49.232.727;933.59;NaN;0.0;32.999.718;;abr/18;1011009;2023-06-30 10:53:15:355
15.098;3.13;95.873;28.195;44.877;82.512;11.224;-0.947;0.9406;-0.1356;0.857;-0.1631;359.9;5.0;53.846;-25.447.111;-49.232.723;933.56;NaN;0.0;3.405.872;;abr/17;1011509;2023-06-30 10:53:15:855
15.912;7.143;92.091;19.417;50.627;81.713;0.5599;15.514;0.2122;-0.0368;-0.1667;0.2129;94.9;5.0;58.372;-25.447.111;-49.232.723;933.56;NaN;0.0;3.405.872;;abr/17;1012009;2023-06-30 10:53:16:355
0.6435;56.584;10.011;20.509;44.815;84.782;-11.559;0.9174;0.089;-0.3915;-0.006;0.2485;13.6;5.0;59.865;-25.447.111;-49.232.723;933.56;NaN;0.0;3.405.872;;abr/18;1012509;2023-06-30 10:53:16:855
25.365;50.775;79.054;22.406;42.022;85.727;-0.344;0.1131;-10.802;0.0382;-0.1031;-0.1989;11.7;5.0;42.16;-25.447.111;-49.232.723;933.56;NaN;0.0;3.405.872;;abr/18;1013009;2023-06-30 10:53:17:355
15.622;29.207;75.266;17.754;35.493;89.678;-0.5409;-17.342;-0.4193;0.278;-0.0626;0.3517;11.7;5.0;36.932;-25.447.104;-4.923.272;933.53;NaN;0.0;36.058.247;;mar/18;1013509;2023-06-30 10:53:17:855
1.628;31.713;79.557;24.581;35.747;87.949;0.5836;-16.207;0.234;-0.0751;0.0686;-0.4684;11.7;5.0;59.145;-25.447.104;-4.923.272;933.53;NaN;0.0;36.058.247;;mar/18;1014009;2023-06-30 10:53:18:355
15.729;34.767;105.027;20.041;39.206;87.626;-0.9173;2.541;11.351;-10.369;0.3598;0.3732;10.0;5.0;56.172;-25.447.104;-4.923.272;933.53;NaN;0.0;36.058.247;;fev/17;1014509;2023-06-30 10:53:18:855
29.446;30.827;88.558;18.401;14.021;95.299;0.1747;0.931;-0.8455;0.2969;-0.4858;-0.1682;11.4;5.0;39.069;-25.447.104;-4.923.272;933.53;NaN;0.0;36.058.247;;fev/17;1015010;2023-06-30 10:53:19:356
14.699;28.728;82.378;13.947;22.141;94.511;-0.9484;0.176;-14.103;0.5812;-0.1353;-0.0615;16.1;5.0;33.647;-25.447.104;-4.923.272;933.53;NaN;0.0;36.058.247;;0 / 18;1015508;2023-06-30 10:53:19:854
17.807;21.583;79.371;15.537;26.936;93.006;-0.5103;-1.667;-1.046;0.7116;-0.2507;0.3551;16.1;5.0;40.919;-25.447.104;-4.923.272;933.53;NaN;0.0;36.058.247;;0 / 18;1016008;2023-06-30 10:53:20:354
11.669;46.808;76.027;15.484;47.609;84.325;-0.2467;-0.9257;0.4842;0.2977;-0.0602;-0.5828;23.9;5.0;38.444;-25.447.104;-4.923.272;933.53;NaN;0.0;36.058.247;;0 / 18;1016509;2023-06-30 10:53:20:855
0.3617;43.199;72.772;10.468;56.897;79.184;-0.8061;-0.4125;0.6997;-0.2764;0.0205;0.3373;264.7;5.0;61.827;-25.447.104;-4.923.272;933.53;NaN;0.0;36.058.247;;0 / 18;1017009;2023-06-30 10:53:21:355
25.024;71.523;97.062;17.719;48.449;83.401;11.262;15.197;0.6491;-0.2593;-0.2003;-0.2567;194.8;5.0;32.343;-25.447.104;-4.923.272;933.53;NaN;0.0;36.058.247;;0 / 18;1017508;2023-06-30 10:53:21:854
0.2485;62.267;86.198;0.7413;49.868;84.114;-0.6378;0.3793;-10.193;0.2618;-0.183;-0.0656;27.6;5.0;29.308;-25.447.104;-4.923.272;933.53;NaN;0.0;36.058.247;;0 / 18;1018009;2023-06-30 10:53:22:355
30.695;6.107;81.407;19.445;48.726;82.853;-0.1901;0.6883;-10.305;-0.1334;-0.369;-0.2804;10.6;5.0;44.777;-25.447.104;-4.923.272;933.53;NaN;0.0;36.058.247;;0 / 18;1018509;2023-06-30 10:53:22:855
-0.1159;27.063;84.486;14.411;25.481;93.595;-0.2814;-0.5314;0.0199;0.419;0.1425;-0.1802;10.6;5.0;45.825;-25.447.104;-4.923.272;933.53;NaN;0.0;36.058.247;;0 / 18;1019009;2023-06-30 10:53:23:355
16.831;33.327;71.766;15.478;46.556;84.912;-0.1197;-16.432;0.4291;0.4032;-0.2173;0.2712;9.2;5.0;56.21;-25.447.104;-4.923.272;933.53;NaN;0.0;36.058.247;;0 / 18;1019509;2023-06-30 10:53:23:855
21.053;5.006;9.731;21.914;53.683;79.088;-0.7949;16.926;0.7964;-0.1541;-0.2843;-0.027;9.2;5.0;53.104;-25.447.104;-4.923.272;933.53;NaN;0.0;36.058.247;;0 / 18;1020009;2023-06-30 10:53:24:355
20.727;70.113;76.137;17.615;5.928;7.611;0.3534;0.0934;-0.2579;0.5318;0.2378;0.2197;9.2;5.0;57.919;-25.447.104;-4.923.272;933.53;NaN;0.0;36.058.247;;0 / 18;1020509;2023-06-30 10:53:24:855
19.062;67.681;76.742;19.924;57.897;76.603;-0.3789;0.7693;-0.3826;0.0461;-0.1641;0.0742;12.5;5.0;66.714;-25.447.104;-4.923.272;933.53;NaN;0.0;36.058.247;;0 / 18;1021009;2023-06-30 10:53:25:355
0.8767;56.132;62.115;12.769;53.589;81.131;-0.0132;-0.0223;-13.568;-0.0772;0.1803;-0.2293;33.1;5.0;64.886;-25.447.104;-4.923.272;933.53;NaN;0.0;36.058.247;;0 / 17;1021509;2023-06-30 10:53:25:855
-0.5662;3.201;82.357;1.485;44.635;86.048;-21.207;-0.7584;15.832;-0.3574;0.5914;0.9768;34.0;5.0;46.854;-25.447.104;-4.923.272;933.53;NaN;0.0;36.058.247;;0 / 17;1022009;2023-06-30 10:53:26:355
15.448;34.681;106.623;2.233;43.403;85.056;-12.229;1.838;0.9054;-0.0272;-0.0252;0.3047;289.2;5.0;63.599;-25.447.104;-4.923.272;933.53;NaN;0.0;36.058.247;;0 / 18;1022508;2023-06-30 10:53:26:854
19.332;44.331;79.557;15.373;4.496;85.786;0.136;0.0119;-0.8177;0.0968;0.2883;0.5719;289.2;5.0;61.323;-25.447.104;-4.923.272;933.53;NaN;0.0;36.058.247;;0 / 18;1023008;2023-06-30 10:53:27:354
-0.3929;29.725;80.057;17.644;40.141;87.718;-18.731;-0.981;-0.7093;-0.514;0.0353;0.4775;142.2;5.0;51.213;-25.447.104;-4.923.272;933.53;NaN;0.0;36.058.247;;0 / 18;1023508;2023-06-30 10:53:27:854
24.293;38.648;101.706;21.165;43.519;85.295;0.0899;0.5471;0.1669;0.5059;-0.434;-0.3234;38.4;5.0;65.562;-25.447.104;-4.923.272;933.53;NaN;0.0;36.058.247;;0 / 18;1024008;2023-06-30 10:53:28:354
17.337;54.314;77.371;16.684;54.083;80.086;0.2116;-0.1894;-0.3335;-0.0767;0.0141;-0.1095;20.9;5.0;66.125;-25.447.104;-4.923.272;933.53;NaN;0.0;36.058.247;;0 / 18;1024508;2023-06-30 10:53:28:854
10.085;5.521;76.634;12.665;51.078;82.751;0.0736;-0.0486;0.2016;0.1957;-0.0766;-0.0928;20.9;5.0;68.269;-25.447.104;-4.923.272;933.53;NaN;0.0;36.058.247;;0 / 18;1025008;2023-06-30 10:53:29:354
12.798;55.105;79.799;16.913;44.587;85.691;-0.4031;10.739;-0.5469;-0.1782;-0.1033;0.0225;15.0;5.0;69.027;-25.447.104;-4.923.272;933.53;NaN;0.0;36.058.247;;0 / 18;1025509;2023-06-30 10:53:29:855
33.201;27.916;102.422;20.927;17.609;94.175;15.062;0.3707;17.844;-0.2507;0.4329;0.5695;17.0;5.0;63.089;-25.447.104;-4.923.272;933.53;NaN;0.0;36.058.247;;0 / 18;1026009;2023-06-30 10:53:30:355
-0.3539;0.1413;83.426;-33.961;-0.0117;91.998;45.592;11.241;0.1469;-0.9087;0.9329;-13.569;18.6;5.0;55.28;-25.447.104;-4.923.272;933.53;NaN;0.0;36.058.247;;0 / 18;1026508;2023-06-30 10:53:30:854
-22.419;-3.504;90.974;0.0206;-19.313;96.146;-3.401;-36.631;0.1079;0.7376;-0.1615;0.0971;23.9;5.0;57.41;-25.447.104;-4.923.272;933.53;NaN;0.0;36.058.247;;0 / 18;1027009;2023-06-30 10:53:31:355
1.858;0.8633;80.006;-0.0747;-0.2285;98.037;10.943;-0.8489;-0.7673;0.9211;-18.486;-2.001;25.1;5.0;59.778;-25.447.104;-4.923.272;933.53;NaN;0.0;36.058.247;;0 / 18;1027508;2023-06-30 10:53:31:854
0.5028;37.301;97.448;27.929;27.281;8.996;-13.642;0.2613;0.6623;0.698;-0.3642;-0.1768;20.3;5.0;65.908;-25.447.104;-4.923.272;933.53;NaN;0.0;36.058.247;;0 / 18;1028009;2023-06-30 10:53:32:355
